ID,Date,Source,Title,Authors,URL,Type,Ideology,TacticalActor,OperationalTarget,TacticMO,Location,Summary,Analyst
19,9/8/2024,2,"Iran ramping up cyber attacks ahead of US presidential vote, Microsoft says",NEWS WIRES,https://www.france24.com/en/middle-east/20240809-microsoft-says-iran-ramping-up-cyber-attacks-ahead-of-us-presidential-election,1,9,45,6,5,185,"A Microsoft report released Friday said Iran was laying the groundwork to sway voters ahead of the US presidential election, including by creating fake news sites and impersonating activists online.",2
20,9/8/2024,2,Third person arrested over plot to target Taylor Swift concerts in Vienna,News Wires,https://www.france24.com/en/europe/20240809-third-person-arrested-over-plot-to-target-taylor-swift-concerts-in-vienna-austria-islamic-state-group,1,9,45,14,1;2;6;9,10,A third suspect has been taken into custody in connection with plans to attack Taylor Swift. Officials said the 18-year-old suspect had pledged “allegiance” to the Islamic State group.,2
21,9/8/2024,7,"Iran steps up influence campaign aimed at US voters with fake news sites, Microsoft says",Sean Lyngaas,https://edition.cnn.com/2024/08/09/politics/iran-nfluence-campaign-microsoft-report/index.html,1,13,71,6,5,79;185,Iranian operatives have ramped up their attempts to influence and monitor the US presidential election by creating fake news outlets targeting liberal and conservative voters and by trying to hack an unnamed presidential campaign.,2
22,9/8/2024,7,Iraqi teen arrested in Vienna after Taylor Swift terror attack plot thwarted,Mia Alberti,https://edition.cnn.com/2024/08/09/europe/taylor-swift-plot-vienna-iraqi-detained-intl/index.html,1,9,45,14,1;2;6;9,10,"Austrian authorities have arrested an 18-year-old Iraqi national in connection with an inquiry into an alleged ISIS-inspired plot to attack a Taylor Swift concert in Vienna, the country’s interior minister said Friday.",2
23,9/8/2024,5,3rd person arrested over foiled plot to attack Taylor Swift show in Vienna,The Associated Press,https://www.cbc.ca/news/world/taylor-swift-terror-plot-third-arrest-1.7289726,1,9,45,14,1;2;6;9,10,"A third person has been arrested in connection with the foiled conspiracy to attack a Taylor Swift concert in Vienna. The 18-year-old, an Iraqi citizen, was taken into custody Thursday evening after allegedly being in contact with the main suspect.",2
24,10/8/2024,9,Experts say false rumours have fuelled the UK riots. So what can be done about disinformation online?,Essam Al-Ghalib,https://www.sbs.com.au/news/podcast-episode/experts-say-false-rumours-have-fuelled-the-uk-riots-so-what-can-be-done-about-disinformation-online/rhrntjlls,3,15,70,6;9;14;19,10;11,184,"Simmering tensions boiling over in the UK, after false rumours spread online that the young man accused of fatally stabbing three young girls at a dance class was a Muslim and an immigrant.",2
26,11/8/2024,2,Bangladesh chief justice resigns under pressure from protesters,France 24,https://www.france24.com/en/video/20240811-bangladesh-chief-justice-resigns-under-pressure-from-protests,3,16,70,6,11,14,"Bangladesh’s Chief Justice Obaidul Hassan resigned following new protests by a group of students and other demonstrators, as the country’s interim government  started functioning days after a mass uprising forced Prime Minister Sheikh Hasina to resign.",2
27,10/8/2024,2,Bangladesh's chief justice resigns after fresh protests at Supreme Court,News Wires,https://www.france24.com/en/asia-pacific/20240810-bangladesh-chief-justice-obaidul-hassan-resigns-after-fresh-protests-at-supreme-court-asif-mahmud-muhammad-yunus,3,16,70,6,11,14,Students chant slogans as they demand the resignation of Bangladesh's top Supreme Court justice Obaidul Hassan in front of the court premises in Dhak.,2
28,11/8/2024,2,"Thousands rally across UK to protest racism, far-right extremism",France 24,https://www.france24.com/en/video/20240811-thousands-rally-across-uk-to-protest-racism-far-right-extremism,3,15,70,14,9;11,184,"Thousands of anti-racism demonstrators rallied across the UK on Saturday to protest recent rioting blamed on the far-right in the wake of the Southport knife attack  Crowds massed in London, Glasgow in Scotland, Belfast and Manchester.",2
29,11/8/2024,2,Thousands protest in Serbia against lithium mine project,France 24,https://www.france24.com/en/video/20240811-thousands-protest-in-serbia-against-lithium-mine-project,3,7,70,14,11,153,Thousands hit the streets in Serbia's capital Belgrade Saturday to protest the rebooting of a controversial lithium mine set to serve as a vital source to power Europe's green energy transition. Serbia has vast lithium deposits near the western city of Loznica.,2
30,10/8/2024,2,Anti-racism rallies sweep across UK after recent anti-immigration riots,News Wires,https://www.france24.com/en/europe/20240810-anti-racism-rallies-sweep-across-uk-after-week-riots,3,15,70,14,1;11,184,"Confrontations with anti-immigration protesters did not take place as expected, but a petrol bomb was thrown at a mosque early Saturday in Northern Ireland, which has seen unrest since last weekend.",2
31,10/8/2024,2,Russia launches 'counter-terror operations' in three border regions,Emmanuelle CHAZE,https://www.france24.com/en/video/20240810-russia-launches-counter-terror-operation-in-three-border-regions,4,18,71,6;19,13,143,"Russia on Saturday launched what the national anti-terrorism committee called ""counter-terror operations"" in three border regions – Belgorod, Bryansk and Kursk – adjoining Ukraine to halt Kyiv's biggest cross-border offensive in the two year war.",2
32,10/8/2024,2,UK deploys thousands of riot police amid fears of further unrest,France 24,https://www.france24.com/en/video/20240810-uk-deploys-thousands-of-riot-police-amid-fears-of-further-unrest,3,15,71,6;14,1;9;11,184,"Six thousand riot police are deployed nationwide this weekend after Prime Minister Keir Starmer warned that UK authorities must ""stay on high alert"" for more far-right riots.",2
33,11/8/2024,5,"Moscow, Kyiv trade blame for blaze at Russian-occupied Zaporizhzhia nuclear power plant",Thomson Reuters,https://www.cbc.ca/news/world/zaporizhzhia-fire-nuclear-power-plant-1.7291822,4,18,71,19,9,143,"Moscow and Kyiv accused each other of starting a fire on the grounds of the Russian-occupied Zaporizhzhia nuclear power plant on Sunday, as Ukraine urged residents to remain calm and reported no sign of elevated radiation.",2
34,12/8/2024,9,AUKUS revamped: Australia to indemnify US and UK against 'any liability' from nuclear risks,APP. AFP,https://www.sbs.com.au/news/article/aukus-revamped-australia-to-indemnify-us-and-uk-against-any-liability-from-nuclear-risks/rudp9zf10,4,18,71,6,13,9;184;185,"The United States or the United Kingdom could exit the AUKUS agreement to provide nuclear-powered submarines with Australia with a year's notice under a new arrangement.
The revamped agreement also requires Australia to legally protect both allies against costs or injuries arising from nuclear risks.",2
35,12/8/2024,9,Parents of murdered girl call for end to UK riots at funeral,AAP,https://www.sbs.com.au/news/article/parents-of-murdered-girl-call-for-end-to-uk-riots-at-funeral/tijly2olc,,,,,,,"The parents of a murdered girl urged an end to UK riots triggered by false online claims. Over 900 arrests followed riots sparked by misinformation. UK Prime Minister Keir Starmer denounced the violence as ""far-right thuggery",2
36,12/8/2024,9,Extremists volunteering in soup kitchens: How ideologies have evolved to attract Australians,Charis Chang,https://www.sbs.com.au/news/article/extremists-volunteering-in-soup-kitchens-how-ideologies-have-evolved-to-attract-australians/59abcdnmn,,,,,,,"Modern extremist groups in Australia have evolved. Inspired by groups like Hamas and Hezbollah, they now focus on social services to gain influence. Additionally, ""active clubs"" recruit through fitness and brotherhood, aiming to form violence.",2
37,13/08/2024,7,Bangladesh opens murder case against ousted PM Hasina over protest death,News Wires,https://www.france24.com/en/asia-pacific/20240813-bangladesh-court-opens-murder-case-against-ousted-leader-sheikh-hasina,3,16,70,6,13,14,A court in Bangladesh opened a murder investigation into ousted ex-premier Sheikh Hasina and six figures in her administration on Tuesday over the police killing of a man during civil unrest last month.,2
38,13/08/2024,7,Musk blames cyberattack as his chat with Trump on X hit by technical issues,Thomson Reuters,https://www.cbc.ca/news/world/donald-trump-elon-musk-x-twitter-interview-1.7292738,4,16,72,6,5,185,"Musk, who has endorsed Trump, blamed the difficulties on a distributed denial-of-service attack, a type of cyberattack in which a server or network is flooded with traffic in an attempt to shut it down, though his claim was not confirmed.",2
39,14/08/2024,9,London stabbing victim identified as 11-year-old Australian girl,"AAP, Reuters",https://www.sbs.com.au/news/article/london-stabbing-victim-identified-as-11-year-old-australian-girl/7skk2vr2n,5,18,70,14,6,184,"The girl was stabbed eight times in the ""random attack"" on Monday. She was taken to hospital with serious but non-life threatening injuries. There is no suggestion the attack was terrorism-related, police said.",2
40,15/08/2024,2,Alleged gunman killed in shootout with police in restive French territory of New Caledonia,News Wires,https://www.france24.com/en/france/20240815-french-police-kill-another-alleged-gunman-during-clashes-in-new-caledonia,3,16,70,6;19,2;6,61,"French police shot and killed an alleged gunman in New Caledonia on Thursday, Widespread protests broke out in May over plans to expand the electoral roll to include more recent arrivals from the French mainland.",2
41,15/08/2024,2,Anti-whaling activist Paul Watson to remain in detention in Greenland,News Wires,https://www.france24.com/en/live-news/20240815-greenland-to-rule-on-anti-whaling-activist-watson-s-detention,3,7,70,11,11,,"American-Canadian anti-whaling activist Paul Watson will remain in custody pending a decision to potentially extradite him to Japan, a Greenland court ruled on Thursday.",2
42,15/08/2024,2,Bangladesh mob beats ex-PM Hasina's supporters on site of planned rally,News Wires,https://www.france24.com/en/asia-pacific/20240815-bangladesh-mob-beats-ex-pm-hasina-s-supporters-on-site-of-planned-rally,3,16,70,6,11,14,"A mob wielding bamboo rods and pipes beat suspected supporters of Bangladesh's ousted prime minister Sheikh Hasina on Thursday as they gathered to pray and mark the anniversary of the 1975 assassination of Hasina's father, at the ex-PM's old family home.",2
43,16/08/2024,9,"Nuclear waste dump debate heating up over AUKUS, Coalition plans",Tee Mitchell,https://www.sbs.com.au/news/podcast-episode/nuclear-waste-dump-debate-heating-up-over-aukus-coalition-plans/tn29yyxfe,3,7,70,6;8;9,11,9,"People participate in a protest in objection to the nuclear waste dump at Kimba, outside the Federal Court of Australia. Barngarla Traditional Owners begin their hearing in the Federal Court to oppose a planned federal radioactive waste dump at Kimba.",2
44,16/08/2024,2,India: Protests grow over the rape and murder of a doctor,Delano D'SOUZA,https://www.france24.com/en/video/20240816-indian-doctor-protests-grow-after-colleague-s-rape-murder,3,10,70,9;11,11,77,"Indian doctors said Friday (August 16) they would increase nationwide protests and strikes after the rape and murder of a colleague, a brutal killing that has focused outrage on the chronic issue of violence against women.",2
45,17/08/2024,9,Doctors in India go on strike in protest over rape and murder of their colleague,AFP,https://www.sbs.com.au/news/article/doctors-in-india-go-on-strike-in-protest-over-rape-and-murder-of-their-colleague/19lc1t6oy,3,10,70,8,11,77,"The rape and murder of a  female doctor at a hospital in India has sparked protests. Doctors have launched a nationwide strike, escalating protests with a 24-hour ""nationwide withdrawal of services"".They're demanding the implementation of a bill.",2
